FirstName,MiddleInitial,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,City,State,ZIP,Phone
Colin,,Sharma,2/11/1964 0:00,M,M,csharma@contoso.com,30000,2,2,Partial Co,Clerical,1,2,438 Mt. Etna,,Santa Monica,CA,90401,1 (11) 500 555-0139
Vincent,C,Zeng,6/25/1962 0:00,M,M,vzeng@contoso.com,40000,1,0,Bachelors,Skilled Manual,0,1,4999 Corte Segunda,,Santa Monica,CA,90401,1 (11) 500 555-0133
Thomas,L,Scott,10/13/1976 0:00,M,M,tscott@contoso.com,20000,0,0,High Schoo,Manual,0,1,5254 Daylight Place,,Santa Monica,CA,90401,1 (11) 500 555-0141
Jacob,A,Jackson,10/12/1975 0:00,S,M,jjackson@contoso.com,30000,0,0,Partial Co,Clerical,0,1,6703 Milburn Dr.,,Santa Monica,CA,90401,1 (11) 500 555-0124
Isabella,C,Ramirez,2/24/1980 0:00,M,F,iramirez@contoso.com,20000,0,0,Partial Hi,Manual,0,2,6891 Relis Valley Road,,Santa Monica,CA,90401,1 (11) 500 555-0187
Derrick,D,Suarez,2/11/1978 0:00,S,M,dsuarez@contoso.com,30000,0,0,High Schoo,Manual,1,1,8354 Ponderosa Drive,,Santa Monica,CA,90401,1 (11) 500 555-0194
Dennis,,Lu,3/10/1967 0:00,M,M,dlu@contoso.com,50000,0,0,Partial Co,Skilled Manual,1,1,Riverside/woodman,,Sherman Oaks,CA,91403,479-555-0164
Wendy,B,Alonso,12/24/1960 0:00,M,F,walonso@contoso.com,50000,1,0,Partial Co,Skilled Manual,1,1,Simi @ The Plaza,,Simi Valley,CA,93065,723-555-0118
Dalton,,Harris,2/22/1959 0:00,M,M,dharris@contoso.com,70000,1,0,Graduate D,Professional,1,1,298 Sunnybrook Drive,,Spring Valley,CA,91977,545-555-0120
Joy,M,Gil,8/13/1960 0:00,S,F,jgil@contoso.com,30000,3,0,Bachelors,Clerical,1,0,3159 C Wharton Way,,Spring Valley,CA,91977,1 (11) 500 555-0131
Holly,,Madan,4/11/1969 0:00,S,F,hmadan@contoso.com,10000,2,2,High Schoo,Manual,0,0,3382 Greer Ave,,Spring Valley,CA,91977,1 (11) 500 555-0198
Renee,C,Blanco,6/9/1970 0:00,S,F,rblanco@contoso.com,30000,0,0,Bachelors,Clerical,0,0,3596 Kingsford Dr.,,Spring Valley,CA,91977,1 (11) 500 555-0167
Roberto,M,Castro,7/9/1969 0:00,M,M,rcastro@contoso.com,30000,0,0,Bachelors,Clerical,1,0,4016 Boyd,,Spring Valley,CA,91977,1 (11) 500 555-0159
Byron,,Torres,4/9/1969 0:00,M,M,btorres@contoso.com,40000,0,0,Graduate D,Clerical,1,0,6835 Lynwood Drive,,Spring Valley,CA,91977,1 (11) 500 555-0154
Donna,,Nara,10/26/1968 0:00,S,F,dnara@contoso.com,40000,0,0,Graduate D,Clerical,1,0,8166 Starflower Dr,,Spring Valley,CA,91977,1 (11) 500 555-0114
Mallory,M,Torres,11/6/1925 0:00,S,F,mtorres@contoso.com,40000,1,0,Graduate D,Skilled Manual,0,0,8380 Paso Del Rio Court,,Spring Valley,CA,91977,1 (11) 500 555-0175
Mariah,,Morris,9/22/1967 0:00,S,F,mmorris@contoso.com,40000,0,0,Bachelors,Clerical,0,0,8756 Nottingham Pl.,,Spring Valley,CA,91977,1 (11) 500 555-0139
Max,,Castro,2/3/1964 0:00,S,M,mcastro@contoso.com,20000,3,3,High Schoo,Manual,0,0,54254 Pacific Ave.,,Stockton,CA,95202,1 (11) 500 555-0132
Carrie,M,Navarro,12/1/1967 0:00,M,F,cnavarro@contoso.com,80000,5,5,Bachelors,Professional,1,4,99235 Hawthorne Blvd.,,Torrance,CA,90505,1 (11) 500 555-0116
Barbara,T,Chander,3/22/1957 0:00,M,F,bchander@contoso.com,50000,1,0,Partial Co,Skilled Manual,1,1,3065 Santa Margarita Parkway,,Trabuco Canyon,CA,92679,1 (11) 500 555-0139
Omar,N,Luo,5/12/1976 0:00,S,M,oluo@contoso.com,30000,0,0,High Schoo,Skilled Manual,0,2,9992 Whipple Rd,,Union City,CA,94587,167-555-0125
Deborah,A,Jai,9/15/1980 0:00,S,F,djai@contoso.com,30000,0,0,High Schoo,Skilled Manual,1,2,Mountain Square,,Upland,CA,91786,230-555-0186
Katie,E,Tang,4/27/1937 0:00,M,F,ktang@contoso.com,40000,2,0,Bachelors,Management,0,2,Nut Tree Factory,,Vacaville,CA,95688,1 (11) 500 555-0115
Catherine,C,Cook,11/10/1978 0:00,S,F,ccook@contoso.com,40000,0,0,High Schoo,Skilled Manual,0,2,57251 Sepulveda Blvd,,Van Nuys,CA,91411,965-555-0148
Ethan,,Miller,10/13/1972 0:00,M,M,emiller@contoso.com,70000,0,0,Partial Co,Skilled Manual,1,2,70259 West Sunnyview Ave,,Visalia,CA,93291,861-555-0119
Pamela,,Arun,2/14/1971 0:00,M,F,parun@contoso.com,50000,1,1,Graduate D,Skilled Manual,0,0,25751 University Drive,,Vista,CA,92084,841-555-0117
Karl,G,Bhat,7/17/1962 0:00,S,M,kbhat@contoso.com,80000,5,4,Partial Co,Professional,0,3,North County Square,,Vista,CA,92084,383-555-0197
Natalie,P,Price,8/22/1936 0:00,M,F,nprice@contoso.com,50000,2,0,Graduate D,Management,1,2,25871 North Main Street,,Walnut Creek,CA,94596,720-555-0119
Erin,L,Ward,5/10/1953 0:00,M,F,eward@contoso.com,50000,3,0,Graduate D,Management,1,2,1265 Gloria Terr.,,West Covina,CA,91791,277-555-0184
Alexandra,L,Kelly,6/25/1952 0:00,M,F,akelly@contoso.com,40000,3,0,Partial Co,Professional,0,2,1667 Warren Street,,West Covina,CA,91791,711-555-0167
Eric,,Butler,6/27/1939 0:00,M,M,ebutler@contoso.com,70000,5,0,Graduate D,Management,1,2,1941 Hacienda,,West Covina,CA,91791,196-555-0126
Stefanie,O,Madan,5/14/1941 0:00,M,F,smadan@contoso.com,50000,4,0,Bachelors,Management,1,2,218 Fall Creek Road,,West Covina,CA,91791,640-555-0169
Julia,,Gray,10/18/1952 0:00,S,F,jgray@contoso.com,50000,2,1,Partial Hi,Skilled Manual,1,3,9435 Breck Court,,West Covina,CA,91791,534-555-0111
Sabrina,E,Gomez,4/9/1944 0:00,S,F,sgomez@contoso.com,70000,5,1,High Schoo,Professional,0,2,The Quad @ Whittier,,Whittier,CA,90605,1 (11) 500 555-0112
Savannah,,Nelson,8/24/1953 0:00,S,F,snelson@contoso.com,90000,3,2,Partial Co,Professional,0,1,1064 William Way,,Woodland Hills,CA,91364,1 (11) 500 555-0153
Krista,A,Rubio,11/19/1954 0:00,M,F,krubio@contoso.com,100000,3,4,High Schoo,Professional,0,3,1168 Escobar,,Woodland Hills,CA,91364,1 (11) 500 555-0183
Clinton,D,Ortega,10/6/1971 0:00,M,M,cortega@contoso.com,100000,0,5,High Schoo,Management,1,4,8942 Sierra Road,,Woodland Hills,CA,91364,1 (11) 500 555-0113
Kathryn,,Tang,2/26/1971 0:00,M,F,ktang@contoso.com,100000,0,5,High Schoo,Management,1,4,2000 300th Street,,Denver,CO,80203,1 (11) 500 555-0115
Steve,L,Huang,7/6/1970 0:00,M,M,shuang@contoso.com,50000,1,1,Bachelors,Skilled Manual,1,1,2342 Peachwillow,,Denver,CO,80203,585-555-0145
Mason,,Reed,8/19/1967 0:00,M,M,mreed@contoso.com,50000,2,2,Bachelors,Skilled Manual,1,1,2530 South Colorado Blvd.,,Denver,CO,80203,731-555-0113
Noah,,Kumar,4/11/1966 0:00,M,M,nkumar@contoso.com,70000,4,0,Graduate D,Professional,1,0,955 E. County Line Rd.,,Englewood,CO,80110,169-555-0168
Lisa,J,Sun,7/3/1978 0:00,M,F,lsun@contoso.com,30000,0,0,High Schoo,Manual,1,1,5525 South Hover Road,,Longmont,CO,80501,1 (11) 500 555-0199
Sabrina,,Navarro,4/22/1972 0:00,M,F,snavarro@contoso.com,40000,1,1,Bachelors,Skilled Manual,0,1,2575 Rocky Mountain Ave.,,Loveland,CO,80537,1 (11) 500 555-0172
Brandon,E,Griffin,2/4/1971 0:00,S,M,bgriffin@contoso.com,10000,0,0,Partial Hi,Manual,0,2,Rocky Mountain Pines Outlet,,Loveland,CO,80537,1 (11) 500 555-0133
Richard,C,Perry,12/7/1971 0:00,S,M,rperry@contoso.com,30000,0,0,High Schoo,Manual,0,1,8525 South Parker Road,,Parker,CO,80138,1 (11) 500 555-0160
Richard,,Hall,6/25/1974 0:00,S,M,rhall@contoso.com,40000,3,3,Partial Co,Clerical,0,2,5650 West 88th Ave.,,Westminster,CO,80030,156-555-0156
Shawna,,Nara,9/14/1966 0:00,M,F,snara@contoso.com,50000,0,0,Graduate D,Skilled Manual,1,0,789 West Alameda,,Westminster,CO,80030,266-555-0124
Ian,,Parker,2/15/1966 0:00,S,M,iparker@contoso.com,50000,0,0,Graduate D,Skilled Manual,0,0,Saltonstall Parkway,,East Haven,CT,6512,923-555-0187
Meagan,A,Rodriguez,3/8/1954 0:00,S,F,mrodriguez@contoso.com,30000,1,0,High Schoo,Clerical,1,1,225 Hyde Rd,,Farmington,CT,6032,409-555-0197
Dylan,W,White,11/23/1959 0:00,S,M,dwhite@contoso.com,40000,2,0,Partial Co,Clerical,0,1,99200 Dixwell Ave.,,Hamden,CT,6518,922-555-0131
Rafael,W,Guo,8/25/1959 0:00,S,M,rguo@contoso.com,50000,4,0,Graduate D,Skilled Manual,0,0,630 Oldgate Lane,,Milford,CT,6460,882-555-0197
Andres,,Xu,4/3/1973 0:00,M,M,axu@contoso.com,10000,0,0,Graduate D,Manual,1,0,Connecticut Post Mall,,Milford,CT,6460,1 (11) 500 555-0179
Amanda,R,Sanchez,7/22/1957 0:00,S,F,asanchez@contoso.com,10000,1,0,Bachelors,Clerical,1,0,Amity Plaza,,New Haven,CT,6510,1 (11) 500 555-0122
Krista,,Dominguez,12/19/1955 0:00,S,F,kdominguez@contoso.com,10000,2,0,Partial Co,Manual,0,1,9963 Tresser Blvd.,,Stamford,CT,6901,1 (11) 500 555-0133
Kristi,A,Jimenez,10/8/1960 0:00,S,F,kjimenez@contoso.com,10000,1,1,High Schoo,Manual,1,1,9975 Union St.,,Waterbury,CT,6710,1 (11) 500 555-0185
Gabrielle,P,Allen,6/20/1958 0:00,M,F,gallen@contoso.com,30000,1,0,Graduate D,Clerical,1,0,25850 Post Road,,Westport,CT,6880,1 (11) 500 555-0170
Darren,T,Martinez,5/21/1974 0:00,S,M,dmartinez@contoso.com,30000,0,0,Partial Co,Clerical,1,1,650 E Altamonte Dr,,Altamonte Springs,FL,32701,1 (11) 500 555-0141
Christy,G,Zhao,9/7/1959 0:00,S,F,czhao@contoso.com,70000,5,5,Graduate D,Professional,0,3,2530 C Del Rio Circle,,Bradenton,FL,34205,753-555-0191
Allison,,Hall,6/10/1958 0:00,S,F,ahall@contoso.com,80000,5,4,Graduate D,Professional,0,0,Desoto Square,,Bradenton,FL,34205,162-555-0176
Bailey,,Nelson,1/11/1969 0:00,S,F,bnelson@contoso.com,80000,4,4,Graduate D,Management,1,1,23456 Calumet St,,Clearwater,FL,33755,1 (11) 500 555-0126
Charles,A,Edwards,4/17/1969 0:00,S,M,cedwards@contoso.com,90000,2,0,Bachelors,Professional,0,0,2530 Willow Court,,Clearwater,FL,33755,1 (11) 500 555-0153
Stacy,P,Sanz,2/22/1950 0:00,M,F,ssanz@humongousinsurance.com,50000,2,1,Partial Co,Professional,1,2,3828 Baltic Sea Ct,,Lake Oswego,OR,97034,497-555-0111
Trevor,L,Griffin,1/27/1951 0:00,M,M,tgriffin@humongousinsurance.com,50000,2,1,High Schoo,Professional,1,2,3947 Alhambra Valley Rd,,Lake Oswego,OR,97034,872-555-0163
Kyle,,Allen,7/10/1951 0:00,S,M,kallen@humongousinsurance.com,60000,2,1,Partial Co,Professional,0,1,463 Creekside Drive,,Lake Oswego,OR,97034,236-555-0164
Gregory,C,Deng,11/10/1953 0:00,S,M,gdeng@humongousinsurance.com,70000,4,3,Partial Co,Professional,0,1,5307 Wildberry Court,,Lake Oswego,OR,97034,635-555-0127
Claudia,J,Wu,9/10/1944 0:00,S,F,cwu@humongousinsurance.com,80000,5,0,Bachelors,Management,1,2,5458 Birchwood,,Lake Oswego,OR,97034,1 (11) 500 555-0118
Terry,L,Anand,11/25/1946 0:00,M,M,tanand@humongousinsurance.com,130000,4,4,Partial Co,Professional,1,4,5536 Court Lane,,Lake Oswego,OR,97034,1 (11) 500 555-0187
Haley,L,Green,3/23/1953 0:00,M,F,hgreen@humongousinsurance.com,80000,4,2,Partial Co,Professional,1,2,6706 Ridgeview Dr,,Lake Oswego,OR,97034,1 (11) 500 555-0138
Dakota,A,Coleman,7/15/1953 0:00,S,M,dcoleman@humongousinsurance.com,90000,4,2,Partial Co,Professional,0,2,8185 Sol Street,,Lake Oswego,OR,97034,1 (11) 500 555-0125
Melvin,,Lal,5/7/1952 0:00,S,M,mlal@humongousinsurance.com,70000,5,2,Partial Hi,Skilled Manual,1,2,8325 Newcastle Rd,,Lake Oswego,OR,97034,1 (11) 500 555-0176
Lindsey,S,She,6/25/1950 0:00,S,F,lshe@humongousinsurance.com,80000,5,2,High Schoo,Management,1,2,8390 Galloway Dr,,Lake Oswego,or,97034,1 (11) 500 555-0160
Hunter,A,Green,11/21/1952 0:00,M,M,hgreen@lucernepublishing.com,10000,3,0,Partial Co,Manual,1,2,9903 Highway 6 South,,Houston,TX,77003,1 (11) 500 555-0142
Todd,,Liu,1/17/1953 0:00,M,M,tliu@lucernepublishing.com,10000,2,1,High Schoo,Manual,1,2,Ohms Road,,Houston,TX,77003,1 (11) 500 555-0183
Amanda,,Reed,11/8/1968 0:00,M,F,areed@lucernepublishing.com,20000,1,1,Partial Co,Manual,1,1,99450 Highway 59 North,,Humble,TX,77338,1 (11) 500 555-0163
Connor,S,Patterson,11/2/1968 0:00,S,M,cpatterson@lucernepublishing.com,110000,1,1,Graduate D,Management,0,2,12345 Sterling Avenue,,Irving,TX,75061,148-555-0148
Tyrone,C,Romero,8/17/1947 0:00,M,M,tromero@lucernepublishing.com,10000,2,1,Partial Hi,Clerical,1,2,90025 Sterling St,,Irving,TX,75061,1 (11) 500 555-0116
Katherine,M,Murphy,4/5/1977 0:00,S,F,kmurphy@lucernepublishing.com,40000,0,0,Partial Hi,Clerical,0,2,9500b E. Central Texas Expressway,,Killeen,TX,76541,435-555-0124
Candace,,Rodriguez,5/9/1949 0:00,S,F,crodriguez@lucernepublishing.com,30000,3,0,Partial Co,Clerical,0,2,Lone Star Factory,,La Marque,TX,77568,1 (11) 500 555-0158
Alexa,,Ramirez,3/19/1973 0:00,S,F,aramirez@lucernepublishing.com,60000,0,0,Partial Co,Skilled Manual,1,2,509 Nafta Boulevard,,Laredo,TX,78040,702-555-0170
Sebastian,,Rivera,2/7/1974 0:00,S,M,srivera@lucernepublishing.com,60000,0,0,Partial Co,Professional,0,2,Town East Center,,Mesquite,TX,75149,924-555-0166
Kelli,M,Guo,11/6/1963 0:00,S,F,kguo@lucernepublishing.com,50000,4,2,Bachelors,Professional,0,2,5700 Legacy Dr,,Plano,TX,75074,734-555-0155
Cassie,,Pal,12/9/1969 0:00,M,F,cpal@treyresearch.net,70000,5,5,Graduate D,Professional,1,2,318 Liana Lane,,Puyallup,WA,98371,221-555-0144
Tonya,M,Yuan,10/21/1967 0:00,S,F,tyuan@treyresearch.net,120000,0,1,Bachelors,Management,0,4,3610 Barberry Court,,Puyallup,WA,98371,317-555-0193
Michele,T,Munoz,2/5/1967 0:00,S,F,mmunoz@treyresearch.net,120000,0,1,Bachelors,Management,0,4,5826 Norman Avenue,,Puyallup,WA,98371,731-555-0116
Bruce,N,Gil,10/18/1979 0:00,S,M,bgil@treyresearch.net,50000,0,0,Partial Co,Skilled Manual,1,1,6178 E. 87th Street,,Puyallup,WA,98371,716-555-0124
Angela,,Bryant,5/19/1978 0:00,M,F,abryant@treyresearch.net,40000,0,0,Partial Hi,Clerical,1,2,6594 Jefferson St.,,Puyallup,WA,98371,148-555-0152
Henry,F,Malhotra,9/19/1975 0:00,S,M,hmalhotra@treyresearch.net,50000,0,0,Partial Co,Skilled Manual,1,2,6827 Seagull Court,,Puyallup,WA,98371,271-555-0142
Rachael,J,Garcia,10/19/1975 0:00,S,F,rgarcia@treyresearch.net,50000,0,0,High Schoo,Skilled Manual,1,2,711 Houston Ct.,,Puyallup,WA,98371,126-555-0174
Arturo,F,She,10/23/1957 0:00,S,M,ashe@treyresearch.net,50000,2,0,High Schoo,Skilled Manual,0,2,7463 Hackney Lane,,Puyallup,wa,98371,1 (11) 500 555-0130
Angel,C,Bell,4/14/1974 0:00,S,M,abell@thephone-company.com,50000,0,0,High Schoo,Professional,0,2,840 Charlotte Ave.,,Puyallup,WA,98371,516-555-0185
Philip,W,Vazquez,2/18/1964 0:00,S,M,pvazquez@thephone-company.com,50000,4,4,Bachelors,Skilled Manual,0,3,9170 Treat Blvd.,,Puyallup,WA,98371,573-555-0185
