FirstName;MiddleInitial;LastName;BirthDate;MaritalStatus;Gender;EmailAddress;YearlyIncome;TotalChildren;NumberChildrenAtHome;Education;Occupation;HouseOwnerFlag;NumberCarsOwned;AddressLine1;AddressLine2;City;State;ZIP;Phone
David;;Sharma;21/05/1943 00:00;M;M;dsharma@adventure-works.com;40000;2;0;Bachelors;Management;0;2;8713 Yosemite Ct.;;Chula Vista;CA;91910;1 (11) 500 555-0143
Ramon;;Wang;23/11/1943 00:00;S;M;rwang@adventure-works.com;50000;2;0;Graduate D;Management;0;1;8713 Yosemite Ct.;;Chula Vista;CA;91910;1 (11) 500 555-0196
Xavier;A;Reed;18/08/1944 00:00;M;M;xreed@alpineskihouse.com;70000;5;0;Bachelors;Management;0;2;8885 Partridge Dr.;;Chula Vista;CA;91910;112-555-0181
Lacey;R;Xie;27/10/1944 00:00;M;F;lxie@alpineskihouse.com;70000;5;0;Bachelors;Management;1;2;8947 Rio Grande Drive;;Chula Vista;CA;91910;855-555-0149
Emma;;Wood;19/06/1947 00:00;M;F;ewood@alpineskihouse.com;60000;5;0;Bachelors;Management;1;3;9021 Onley Dr;;Chula Vista;CA;91910;655-555-0155
Riley;;Ross;11/03/1947 00:00;S;F;rross@alpineskihouse.com;70000;4;1;Bachelors;Management;0;1;9021 Onley Dr;;Chula Vista;CA;91910;821-555-0149
Connor;F;Carter;11/08/1955 00:00;S;M;ccarter@alpineskihouse.com;130000;3;4;Partial Co;Professional;1;3;952 Norman Ave.;;Chula Vista;CA;91910;1 (11) 500 555-0136
Isabella;;Wilson;03/08/1933 00:00;M;F;iwilson@alpineskihouse.com;50000;2;0;Graduate D;Management;1;2;9775 Redrock Drive;;Chula Vista;CA;91910;971-555-0162
Michael;B;Johnson;17/03/1956 00:00;M;M;mjohnson@alpineskihouse.com;70000;4;3;Partial Co;Professional;1;0;9775 Redrock Drive;;Chula Vista;CA;91910;848-555-0129
Erika;;Jimenez;20/06/1962 00:00;S;F;ejimenez@alpineskihouse.com;100000;3;2;Partial Co;Professional;1;4;9800 St. George Dr;;Chula Vista;CA;91910;133-555-0119
Dylan;;Yang;13/12/1955 00:00;S;M;dyang@alpineskihouse.com;50000;2;0;Partial Hi;Skilled Manual;0;2;9819 Sunsine Drive;;Chula Vista;CA;91910;274-555-0192
Tony;R;Goel;28/07/1937 00:00;S;M;tgoel@alpineskihouse.com;130000;2;3;Bachelors;Management;0;3;9819 Sunsine Drive;;Chula Vista;CA;91910;277-555-0195
Brianna;;Wilson;02/08/1939 00:00;S;F;bwilson@alpineskihouse.com;170000;1;2;Graduate D;Management;1;4;9966 Vallet Crest Dr.;;Chula Vista;CA;91910;406-555-0136
Dalton;E;Allen;20/10/1943 00:00;M;M;dallen@alpineskihouse.com;90000;5;0;Bachelors;Management;1;2;463 Ahneita Dr;;Citrus Heights;CA;95610;729-555-0155
Curtis;G;Ye;10/11/1946 00:00;M;M;cye@alpineskihouse.com;60000;4;0;Bachelors;Management;1;2;463 Ahneita Dr;;Citrus Heights;CA;95610;525-555-0183
Rachel;C;Cooper;10/02/1946 00:00;S;F;rcooper@alpineskihouse.com;60000;5;0;Bachelors;Management;0;3;5867 Sunrise Boulevard;;Citrus Heights;CA;95610;357-555-0187
Adrienne;E;Castro;14/07/1950 00:00;S;F;acastro@alpineskihouse.com;50000;2;1;High Schoo;Professional;1;2;5867 Sunrise Boulevard;;Citrus Heights;CA;95610;522-555-0132
Henry;A;Rodriguez;16/03/1956 00:00;M;M;hrodriguez@alpineskihouse.com;110000;3;4;Partial Co;Professional;1;4;7243 St. George Dr.;;City Of Commerce;CA;90040;1 (11) 500 555-0197
Douglas;;Chandra;17/09/1933 00:00;S;M;dchandra@alpineskihouse.com;90000;4;0;Bachelors;Management;0;1;The Citadel/commerce;;City Of Commerce;CA;90040;762-555-0141
Caitlin;C;Cook;15/05/1956 00:00;M;F;ccook@alpineskihouse.com;70000;4;3;Partial Co;Professional;1;0;The Citadel/commerce;;City Of Commerce;CA;90040;744-555-0147
Casey;;Romero;09/03/1956 00:00;S;M;cromero@alpineskihouse.com;90000;2;1;Partial Co;Professional;0;1;1005 Fremont Street;;Colma;CA;94014;683-555-0179
Ronnie;;Zhou;13/02/1963 00:00;S;M;rzhou@alpineskihouse.com;90000;0;0;Partial Co;Professional;0;1;1024 Walnut Blvd.;;Colma;CA;94014;746-555-0129
Todd;A;Wu;20/12/1963 00:00;S;M;twu@alpineskihouse.com;100000;0;2;Partial Co;Professional;1;1;1046 San Carlos Avenue;;Colma;CA;94014;680-555-0118
Kelvin;;Ye;28/11/1935 00:00;M;M;kye@alpineskihouse.com;60000;2;0;Graduate D;Management;0;2;1105 Meadowbrook Drive;;Colma;CA;94014;617-555-0169
Manuel;;Verma;23/11/1936 00:00;S;M;mverma@alpineskihouse.com;50000;2;0;Graduate D;Management;0;2;1121 Boynton Avenue;;Colma;CA;94014;468-555-0197
Bryant;L;Prasad;21/04/1960 00:00;M;M;bprasad@alpineskihouse.com;80000;5;4;Partial Co;Professional;1;4;1157 Chilpancingo Pk.;;Colma;CA;94014;113-555-0169
Bruce;;Romero;25/08/1960 00:00;S;M;bromero@alpineskihouse.com;100000;0;3;Partial Co;Professional;0;2;1157 Chilpancingo Pk.;;Colma;CA;94014;818-555-0169
Roy;;Munoz;20/10/1937 00:00;S;M;rmunoz@alpineskihouse.com;100000;2;3;Graduate D;Management;0;3;1162 Relief Valley Ct;;Colma;CA;94014;626-555-0170
Adriana;;Fernandez;14/04/1937 00:00;S;F;afernandez@alpineskihouse.com;110000;2;3;Graduate D;Management;0;4;1314 Greenview Court;;Colma;CA;94014;610-555-0111
Holly;;Gonzalez;02/05/1938 00:00;M;F;hgonzalez@alpineskihouse.com;120000;2;4;Graduate D;Management;1;3;143 Pecan Pl.;3b;Colma;CA;94014;302-555-0110
Steven;S;Ward;16/01/1940 00:00;S;M;sward@alpineskihouse.com;80000;4;0;Bachelors;Management;0;2;1440 Willow Pass Dr.;;Colma;CA;94014;631-555-0185
Damien;R;Gao;28/10/1940 00:00;S;M;dgao@alpineskihouse.com;130000;2;3;Bachelors;Management;0;4;1509 Orangewood Ave.;;Colma;CA;94014;851-555-0174
Tristan;J;Griffin;20/01/1962 00:00;S;M;tgriffin@alpineskihouse.com;30000;5;0;Graduate D;Clerical;1;0;1510 Bidwell Street;;Colma;CA;94014;1 (11) 500 555-0117
Andrea;C;Rivera;22/11/1956 00:00;S;F;arivera@alpineskihouse.com;20000;1;0;Bachelors;Clerical;0;0;1567 W Lake Drive;;Colma;CA;94014;1 (11) 500 555-0183
Edwin;M;Ma;08/04/1959 00:00;M;M;ema@alpineskihouse.com;20000;2;0;Partial Co;Manual;1;1;1610 Ashwood Dr.;;Colma;CA;94014;1 (11) 500 555-0177
Damien;D;Goel;23/03/1959 00:00;S;M;dgoel@alpineskihouse.com;20000;2;0;Partial Co;Manual;0;1;1617 Cunningham Way;;Colma;CA;94014;1 (11) 500 555-0196
Derrick;M;Gutierrez;07/06/1969 00:00;M;M;dgutierrez@alpineskihouse.com;40000;0;0;Graduate D;Clerical;1;0;1691 Boxer Blvd.;;Colma;CA;94014;1 (11) 500 555-0145
Anthony;P;Smith;07/12/1969 00:00;S;M;asmith@alpineskihouse.com;50000;0;0;Graduate D;Skilled Manual;1;0;1693 C Northwood Dr;;Colma;CA;94014;1 (11) 500 555-0163
Henry;;Sai;26/09/1968 00:00;M;M;hsai@alpineskihouse.com;10000;3;3;High Schoo;Manual;0;0;1710 Boyd Road;;Colma;CA;94014;1 (11) 500 555-0133
Karen;C;Ma;18/11/1946 00:00;M;F;kma@alpineskihouse.com;100000;2;3;Bachelors;Management;1;4;174 Carlotta;;Colma;CA;94014;1 (11) 500 555-0181
Jon;;Xie;24/08/1953 00:00;M;M;jxie@alpineskihouse.com;110000;3;4;Bachelors;Management;0;4;1769 Lislin Ct;;Colma;CA;94014;1 (11) 500 555-0191
Christy;C;Anand;02/11/1953 00:00;S;F;canand@alpineskihouse.com;120000;3;5;Bachelors;Management;0;3;1782 Poplar Ave.;;Colma;CA;94014;1 (11) 500 555-0162
Shawn;A;Chande;07/02/1970 00:00;M;M;schande@alpineskihouse.com;120000;0;5;Partial Hi;Professional;0;4;1926 Gill Dr.;;Colma;CA;94014;1 (11) 500 555-0180
Tyler;;Thomas;16/11/1941 00:00;S;M;tthomas@alpineskihouse.com;100000;2;3;Graduate D;Management;1;3;1974 Heritage Oaks;;Colma;CA;94014;395-555-0166
Derek;C;Aggarwal;21/11/1973 00:00;S;M;daggarwal@alpineskihouse.com;20000;0;0;Partial Hi;Manual;1;2;2000 Newcastle Road;;Colma;CA;94014;1 (11) 500 555-0135
Ricky;A;Ortega;02/07/1980 00:00;M;M;rortega@alpineskihouse.com;20000;0;0;Partial Hi;Manual;0;2;212 Pheasant Circle;;Colma;CA;94014;1 (11) 500 555-0148
Orlando;;Ruiz;18/08/1971 00:00;M;M;oruiz@alpineskihouse.com;10000;0;0;Partial Hi;Manual;0;2;2153 Hooftrail Way;;Colma;CA;94014;1 (11) 500 555-0141
Alyssa;E;Williams;21/03/1970 00:00;S;F;awilliams@alpineskihouse.com;40000;2;2;Partial Co;Clerical;1;2;2290 Mt. Hood Circle;;Colma;CA;94014;1 (11) 500 555-0190
Desiree;C;Hernandez;19/10/1974 00:00;S;F;dhernandez@alpineskihouse.com;40000;3;3;Partial Co;Clerical;1;2;2419 Adobe St.;;Colma;CA;94014;918-555-0117
Marshall;;Zhang;06/12/1974 00:00;S;M;mzhang@alpineskihouse.com;40000;3;3;Partial Co;Clerical;0;2;259 Thames Drive;;Colma;CA;94014;267-555-0119
Kristin;;Bhat;03/12/1955 00:00;M;F;kbhat@alpineskihouse.com;50000;5;0;Graduate D;Skilled Manual;1;0;259 Thames Drive;;Colma;CA;94014;794-555-0118
Jade;R;Ramirez;04/08/1956 00:00;S;F;jramirez@alpineskihouse.com;40000;1;0;Partial Co;Clerical;0;1;2620 Tice;;Colma;CA;94014;120-555-0187
Caleb;;Jai;08/08/1956 00:00;M;M;cjai@alpineskihouse.com;40000;1;0;Partial Co;Clerical;1;1;2685 Keith Court;;Colma;CA;94014;208-555-0168
Patricia;L;Sai;05/05/1959 00:00;M;F;psai@alpineskihouse.com;50000;4;0;Graduate D;Skilled Manual;1;0;2685 Keith Court;;Colma;CA;94014;912-555-0146
Damien;D;Kumar;05/05/1959 00:00;S;M;dkumar@alpineskihouse.com;50000;4;0;Graduate D;Skilled Manual;0;0;2768 Baltic Sea Ct;;Colma;CA;94014;794-555-0114
Victor;L;Alonso;11/05/1959 00:00;S;M;valonso@alpineskihouse.com;50000;4;0;Graduate D;Skilled Manual;1;0;2788 Mt. Tamalpais Place;;Colma;CA;94014;726-555-0139
Kari;B;Arun;25/06/1967 00:00;M;F;karun@alpineskihouse.com;10000;3;3;Partial Hi;Manual;1;1;2809 Via Montana;;Colma;CA;94014;1 (11) 500 555-0192
Isabel;;Hughes;09/06/1931 00:00;S;F;ihughes@alpineskihouse.com;20000;2;0;Partial Co;Manual;1;1;2809 Via Montana;;Colma;CA;94014;1 (11) 500 555-0139
Bradley;;Nath;22/05/1966 00:00;S;M;bnath@alpineskihouse.com;40000;0;0;Bachelors;Skilled Manual;1;0;2823 Napa Court;;Colma;CA;94014;1 (11) 500 555-0134
Steve;J;Zhang;12/11/1964 00:00;M;M;szhang@alpineskihouse.com;40000;1;0;Bachelors;Skilled Manual;1;0;2887 Pinecrest Court;;Colma;CA;94014;1 (11) 500 555-0162
Gabriel;K;Edwards;01/10/1962 00:00;M;M;gedwards@alpineskihouse.com;30000;1;0;Partial Co;Clerical;1;1;2911 Paso Del Rio Way;;Colma;CA;94014;1 (11) 500 555-0179
Adam;;Coleman;08/07/1977 00:00;S;M;acoleman@alpineskihouse.com;20000;0;0;High Schoo;Manual;1;1;2964 St. George Dr.;;Colma;CA;94014;1 (11) 500 555-0189
Frederick;;Lopez;10/07/1975 00:00;M;M;flopez@alpineskihouse.com;20000;0;0;High Schoo;Manual;0;1;3004 Zand;;Colma;CA;94014;1 (11) 500 555-0134
Dylan;L;Johnson;22/04/1973 00:00;S;M;djohnson@alpineskihouse.com;50000;0;0;Graduate D;Skilled Manual;1;0;3009 Temple Court;;Colma;CA;94014;994-555-0132
Anna;S;Bennett;07/03/1970 00:00;M;F;abennett@alpineskihouse.com;50000;1;1;Bachelors;Skilled Manual;1;0;312 Via Del Verdes;;Colma;CA;94014;433-555-0112
Johnathan;;Mehta;18/09/1970 00:00;M;M;jmehta@alpineskihouse.com;50000;1;1;Bachelors;Skilled Manual;0;1;312 Via Del Verdes;;Colma;CA;94014;749-555-0181
Byron;E;Alonso;17/01/1970 00:00;M;M;balonso@alpineskihouse.com;50000;1;1;Bachelors;Skilled Manual;0;1;3146 Rose Street;;Colma;CA;94014;528-555-0113
Monica;;Engineer;07/06/1970 00:00;M;F;mengineer@alpineskihouse.com;50000;1;1;Bachelors;Skilled Manual;1;1;3177 Dover Way;;Colma;CA;94014;140-555-0181
Grant;M;Chande;08/09/1969 00:00;S;M;gchande@alpineskihouse.com;50000;2;2;Bachelors;Skilled Manual;0;0;3260 Fountainhead Court;;Colma;CA;94014;926-555-0124
Terrance;G;Verma;18/04/1966 00:00;S;M;tverma@alpineskihouse.com;50000;3;3;Bachelors;Skilled Manual;0;0;3271 Norse Ct;;Colma;CA;94014;775-555-0166
Sydney;L;Martin;19/10/1966 00:00;M;F;smartin@alpineskihouse.com;60000;0;0;Graduate D;Professional;1;0;3277 Lakespring Pl.;;Colma;CA;94014;911-555-0156
Kristen;;Liang;01/01/1966 00:00;M;F;kliang@alpineskihouse.com;70000;4;0;Graduate D;Professional;0;0;3320 North Th St;;Colma;CA;94014;288-555-0185
Hunter;J;Alexander;03/11/1965 00:00;M;M;halexander@alpineskihouse.com;50000;3;3;Bachelors;Skilled Manual;1;2;3356 Eastgate Ave.;;Colma;CA;94014;787-555-0124
Jason;M;Henderson;17/06/1964 00:00;M;M;jhenderson@alpineskihouse.com;50000;4;2;Bachelors;Skilled Manual;1;2;3372 Mobile Lane;;Colma;CA;94014;853-555-0155
Kaylee;L;Ramirez;17/02/1960 00:00;S;F;kramirez@alpineskihouse.com;50000;1;0;Partial Co;Skilled Manual;0;1;3384 Malibu Place;;Colma;CA;94014;489-555-0112
Darren;;Gomez;05/03/1970 00:00;S;M;dgomez@alpineskihouse.com;80000;4;4;Graduate D;Management;1;1;3448 Sun View Terr.;;Colma;CA;94014;1 (11) 500 555-0118
Ross;;Chandra;20/02/1970 00:00;M;M;rchandra@alpineskihouse.com;80000;5;5;Graduate D;Management;1;2;3494 Rheem Blvd;;Colma;CA;94014;1 (11) 500 555-0115
Leah;;Zhao;16/10/1968 00:00;S;F;lzhao@alpineskihouse.com;70000;5;5;Bachelors;Professional;0;3;3514 Citrus Ace;#2306;Colma;CA;94014;1 (11) 500 555-0120
Devin;B;Gonzales;15/12/1968 00:00;S;M;dgonzales@alpineskihouse.com;70000;5;5;Bachelors;Professional;1;3;3545 Rotherham Dr.;;Colma;CA;94014;1 (11) 500 555-0119
Franklin;;Kumar;19/02/1967 00:00;S;M;fkumar@alpineskihouse.com;70000;5;5;Bachelors;Professional;1;3;3591 East 18th Street;;Colma;CA;94014;1 (11) 500 555-0163
Javier;M;Moreno;05/01/1969 00:00;M;M;jmoreno@alpineskihouse.com;100000;1;0;Graduate D;Management;0;0;3612 Vista Place;;Colma;CA;94014;1 (11) 500 555-0185
Logan;A;Russell;18/01/1969 00:00;S;M;lrussell@alpineskihouse.com;110000;1;0;Graduate D;Management;0;0;3717 Greenway Drive;211;Colma;CA;94014;1 (11) 500 555-0182
Sydney;E;Taylor;14/05/1968 00:00;S;F;staylor@alpineskihouse.com;110000;1;1;Graduate D;Management;0;3;375 Hillview Drive;;Colma;CA;94014;239-555-0187
Billy;;Ramos;22/07/1979 00:00;M;M;bramos@alpineskihouse.com;40000;0;0;High Schoo;Skilled Manual;0;2;3831 Golden Gate Way;#203;Colma;CA;94014;470-555-0116
Mackenzie;L;Howard;18/10/1974 00:00;S;F;mhoward@alpineskihouse.com;50000;0;0;High Schoo;Skilled Manual;1;2;3852 Northridge Dr.;;Colma;CA;94014;688-555-0113
Nathan;;Gonzalez;28/08/1974 00:00;M;M;ngonzalez@alpineskihouse.com;60000;0;0;Partial Co;Professional;1;2;3859 Argyll Ave;;Colma;CA;94014;852-555-0132
Kevin;E;Allen;14/04/1957 00:00;M;M;kallen@alpineskihouse.com;50000;2;0;Partial Hi;Skilled Manual;0;2;3919 Bayview Circle;;Colma;CA;94014;235-555-0119
Mary;I;Campbell;05/11/1966 00:00;M;F;mcampbell@alpineskihouse.com;110000;0;0;Graduate D;Management;1;4;4137 E St.;;Colma;CA;94014;1 (11) 500 555-0168
Savannah;J;Cooper;25/02/1958 00:00;M;F;scooper@alpineskihouse.com;80000;5;4;Bachelors;Professional;0;1;4173 Rockledge Lane;;Colma;CA;94014;1 (11) 500 555-0188
Christy;;She;15/02/1976 00:00;M;F;cshe@alpineskihouse.com;40000;0;0;High Schoo;Skilled Manual;0;2;4250 Cross Road;;Colma;CA;94014;936-555-0168
Brent;M;Xu;01/06/1943 00:00;M;M;bxu@alpineskihouse.com;50000;2;0;Graduate D;Management;1;1;4453 Bannock Ct.;;Colma;CA;94014;1 (11) 500 555-0194
Kurt;E;Nath;24/06/1979 00:00;M;M;knath@alpineskihouse.com;10000;0;0;Partial Co;Manual;0;1;4496 Hurlstone Ct.;;Colma;CA;94014;1 (11) 500 555-0180
Jillian;S;Subram;02/01/1978 00:00;M;F;jsubram@alpineskihouse.com;20000;0;0;Bachelors;Clerical;1;0;4551 Thistle Circle;;Colma;CA;94014;1 (11) 500 555-0132
Deanna;;Rana;23/03/1960 00:00;S;F;drana@alpineskihouse.com;10000;1;1;High Schoo;Manual;0;0;4551 Thistle Circle;;Colma;CA;94014;1 (11) 500 555-0168
Pedro;W;Alonso;14/05/1960 00:00;M;M;palonso@alpineskihouse.com;20000;1;1;Partial Co;Manual;1;0;4555 Eastgate Ave.;;Colma;CA;94014;1 (11) 500 555-0180
Walter;W;Blanco;19/09/1959 00:00;S;M;wblanco@alpineskihouse.com;10000;1;1;High Schoo;Manual;0;1;4575 Shannondale Drive;;Colma;CA;94014;1 (11) 500 555-0153
Trinity;B;Ward;20/05/1969 00:00;M;F;tward@alpineskihouse.com;40000;0;0;Graduate D;Clerical;1;0;4621 Candelero Dr.;;Colma;CA;94014;1 (11) 500 555-0150
Jermaine;;Srini;26/05/1951 00:00;M;M;jsrini@alpineskihouse.com;10000;3;0;Partial Co;Manual;1;2;4645 Mehaffey Way;;Colma;CA;94014;1 (11) 500 555-0182
Devon;S;Nath;19/11/1953 00:00;S;M;dnath@alpineskihouse.com;110000;3;4;Bachelors;Management;1;4;466 E St.;;Colma;CA;94014;1 (11) 500 555-0193
Faith;;Cooper;18/05/1952 00:00;M;F;fcooper@alpineskihouse.com;80000;4;1;High Schoo;Professional;1;3;466 E St.;;Colma;CA;94014;1 (11) 500 555-0149
Gabrielle;;Phillips;18/10/1975 00:00;S;F;gphillips@alpineskihouse.com;60000;0;0;Partial Hi;Skilled Manual;0;3;4683 Buchanan Pl.;;Colma;CA;94014;1 (11) 500 555-0152
Julie;J;Raji;25/05/1975 00:00;M;F;jraji@alpineskihouse.com;90000;0;0;High Schoo;Management;1;2;4836 Stratton Circle;;Colma;CA;94014;1 (11) 500 555-0171
Bethany;S;Sharma;25/08/1972 00:00;M;F;bsharma@alpineskihouse.com;130000;4;5;High Schoo;Management;1;4;4942 Frigate Ct;;Colma;CA;94014;1 (11) 500 555-0192
Stacy;;Romero;02/03/1941 00:00;S;F;sromero@alpineskihouse.com;80000;4;0;Bachelors;Management;1;2;4945 Pennsylvania Blvd.;;Colma;CA;94014;113-555-0185
Victoria;;Robinson;22/12/1942 00:00;M;F;vrobinson@alpineskihouse.com;90000;5;0;Bachelors;Management;1;2;50 Relief Valley Ct;;Colma;CA;94014;570-555-0147
Carolyn;L;Jimenez;23/11/1942 00:00;S;F;cjimenez@alpineskihouse.com;100000;2;3;Graduate D;Management;1;3;50 Relief Valley Ct;;Colma;CA;94014;561-555-0126
Alexis;L;Garcia;25/09/1944 00:00;M;F;agarcia@alpineskihouse.com;50000;4;0;Bachelors;Management;0;2;5038 Kenwal Rd;#126;Colma;CA;94014;581-555-0154
Jennifer;R;Flores;22/10/1944 00:00;M;F;jflores@alpineskihouse.com;50000;4;0;Bachelors;Management;0;2;5288 Carletto Drive;;Colma;CA;94014;500-555-0117
Marie;;Hernandez;20/04/1954 00:00;M;F;mhernandez@alpineskihouse.com;50000;2;0;Partial Co;Skilled Manual;1;2;5328 Mitchelleanjen Ln.;;Colma;CA;94014;1 (11) 500 555-0190
Lindsay;;Yuan;10/09/1975 00:00;M;F;lyuan@alpineskihouse.com;50000;0;0;Partial Co;Skilled Manual;1;2;5378 Kentucky Drive;;Colma;CA;94014;757-555-0140
Clifford;D;Rana;18/10/1973 00:00;M;M;crana@alpineskihouse.com;70000;0;0;Partial Co;Professional;1;2;5440 Klamath Woods Pl.;;Colma;CA;94014;626-555-0191
Rachel;W;Watson;11/03/1956 00:00;S;F;rwatson@alpineskihouse.com;50000;2;0;High Schoo;Skilled Manual;1;2;5464 Janin Pl.;;Colma;CA;94014;1 (11) 500 555-0160
Emmanuel;E;Mehta;26/01/1957 00:00;M;M;emehta@alpineskihouse.com;70000;2;1;Partial Co;Professional;1;0;5581 Stanford Street;;Colma;CA;94014;703-555-0174
Janet;C;Hernandez;23/04/1957 00:00;S;F;jhernandez@alpineskihouse.com;70000;2;1;Partial Co;Professional;0;0;5585 Antone Court;;Colma;CA;94014;140-555-0154
Bryce;K;Kelly;25/10/1961 00:00;M;M;bkelly@alpineskihouse.com;50000;1;0;Partial Co;Skilled Manual;1;1;5587 Stanley Dollar Dr.;;Colma;CA;94014;1 (11) 500 555-0125
Raul;L;Anand;08/02/1960 00:00;S;M;ranand@alpineskihouse.com;60000;1;0;Partial Co;Skilled Manual;0;1;5592 Byers Rd.;;Colma;CA;94014;1 (11) 500 555-0117
Nancy;L;Madan;25/07/1957 00:00;S;F;nmadan@alpineskihouse.com;50000;1;0;Partial Co;Skilled Manual;0;1;5762 Glenmount Drive;;Colma;CA;94014;1 (11) 500 555-0167
Shaun;R;Xie;03/06/1976 00:00;S;M;sxie@alpineskihouse.com;40000;0;0;High Schoo;Skilled Manual;1;2;5812 Cincerto Circle;;Colma;CA;94014;320-555-0117
Derek;;Deng;10/09/1977 00:00;M;M;ddeng@alpineskihouse.com;30000;0;0;Partial Hi;Clerical;1;2;5840 Delta Fair Blvd.;;Colma;CA;94014;195-555-0114
Connor;J;Long;16/03/1977 00:00;S;M;clong@alpineskihouse.com;40000;0;0;High Schoo;Skilled Manual;1;2;5840 Delta Fair Blvd.;;Colma;CA;94014;362-555-0134
Nelson;;Munoz;22/06/1941 00:00;S;M;nmunoz@alpineskihouse.com;40000;2;0;Bachelors;Management;1;2;5853 Peachwillow;;Colma;CA;94014;1 (11) 500 555-0160
Gloria;;Moreno;10/09/1942 00:00;M;F;gmoreno@alpineskihouse.com;50000;2;0;Graduate D;Management;1;1;5867 North Ridge Drive;;Colma;CA;94014;1 (11) 500 555-0180
Cesar;S;Patel;21/08/1976 00:00;S;M;cpatel@alpineskihouse.com;50000;0;0;Partial Co;Skilled Manual;0;1;5929 William Reed Dr.;;Colma;CA;94014;396-555-0180
Samuel;;Li;02/11/1967 00:00;S;M;sli@alpineskihouse.com;100000;2;0;Bachelors;Management;1;2;5931 San Carlos;;Colma;CA;94014;829-555-0179
Marco;B;Sanchez;03/07/1967 00:00;M;M;msanchez@alpineskihouse.com;120000;0;1;Bachelors;Management;0;4;5993 Baywood Drive;;Colma;CA;94014;394-555-0146
Sheila;;Dominguez;06/02/1973 00:00;S;F;sdominguez@alpineskihouse.com;50000;1;0;Graduate D;Skilled Manual;1;0;6110 Joan Ave;;Colma;CA;94014;247-555-0174
Bailey;;Edwards;14/02/1944 00:00;S;F;bedwards@alpineskihouse.com;60000;4;0;Graduate D;Management;0;2;612 Patricia Ave.;;Colma;CA;94014;133-555-0141
Christy;;Sharma;02/09/1945 00:00;M;F;csharma@alpineskihouse.com;60000;4;0;Bachelors;Management;0;2;6120 Ethan Ct.;#126;Colma;CA;94014;826-555-0119
Robyn;;Martin;05/03/1946 00:00;M;F;rmartin@alpineskihouse.com;60000;4;0;Bachelors;Management;0;3;6121 Pebble Glen Drive;;Colma;CA;94014;250-555-0174
Steve;A;Zhu;28/01/1946 00:00;M;M;szhu@alpineskihouse.com;60000;5;0;Bachelors;Management;1;3;6453 Pacific;;Colma;CA;94014;511-555-0111
Isaac;M;Roberts;04/05/1947 00:00;M;M;iroberts@alpineskihouse.com;60000;5;0;Bachelors;Management;0;3;6457 Appalachian Dr.;;Colma;CA;94014;606-555-0182
Alexis;M;Jackson;22/08/1947 00:00;M;F;ajackson@alpineskihouse.com;70000;4;1;Bachelors;Management;1;1;651 Bridgeview St;;Colma;CA;94014;581-555-0199
Mitchell;P;Chander;16/06/1952 00:00;S;M;mchander@alpineskihouse.com;60000;3;1;High Schoo;Professional;0;2;6538 Camelback Road;;Colma;CA;94014;174-555-0121
Darrell;K;Nara;09/07/1955 00:00;M;M;dnara@alpineskihouse.com;110000;3;4;Partial Co;Professional;1;4;6587 B Way;;Colma;CA;94014;1 (11) 500 555-0110
Mya;K;Hughes;14/10/1933 00:00;S;F;mhughes@alpineskihouse.com;50000;2;0;Graduate D;Management;0;2;6713 Castle Rock;#3;Colma;CA;94014;179-555-0115
Edward;G;Allen;20/07/1965 00:00;S;M;eallen@alpineskihouse.com;90000;4;4;Partial Co;Professional;0;3;6732 Arcadia Pl.;#e;Colma;CA;94014;971-555-0175
Lacey;;Nath;16/12/1956 00:00;M;F;lnath@alpineskihouse.com;90000;2;1;Partial Co;Professional;1;1;6749 East 23rd Street;;Colma;CA;94014;369-555-0178
Melinda;B;Munoz;18/08/1963 00:00;M;F;mmunoz@alpineskihouse.com;100000;0;2;Partial Co;Professional;1;1;6812 Semillon Circle;#163;Colma;CA;94014;193-555-0128
Joe;J;Ruiz;14/03/1962 00:00;M;M;jruiz@alpineskihouse.com;90000;5;4;Partial Co;Professional;1;3;6992 Mt. Whitney Way;;Colma;CA;94014;570-555-0191
Joel;E;Suri;17/02/1955 00:00;M;M;jsuri@alpineskihouse.com;70000;4;3;High Schoo;Professional;1;1;7046 Slavio;;Colma;CA;94014;578-555-0187
Ariana;J;Torres;04/08/1955 00:00;M;F;atorres@alpineskihouse.com;80000;3;2;Partial Co;Professional;1;1;7046 Slavio;;Colma;CA;94014;892-555-0197
Wesley;A;She;21/10/1960 00:00;M;M;wshe@alpineskihouse.com;80000;5;4;Partial Co;Professional;1;4;705 Seaview Avenue;;Colma;CA;94014;366-555-0185
Latoya;B;Xie;11/09/1937 00:00;S;F;lxie@alpineskihouse.com;160000;1;3;Bachelors;Management;0;3;7053 Santa Maria Ct.;;Colma;CA;94014;913-555-0169
Geoffrey;;Mehta;23/04/1938 00:00;M;M;gmehta@alpineskihouse.com;120000;2;4;Graduate D;Management;1;3;7127 Morengo Court;;Colma;CA;94014;252-555-0126
Christopher;C;Thompson;20/10/1939 00:00;S;M;cthompson@alpineskihouse.com;90000;5;0;Bachelors;Management;0;2;7232 Bales Court;;Colma;CA;94014;965-555-0163
Adrienne;;Alonso;06/09/1940 00:00;M;F;aalonso@alpineskihouse.com;80000;4;0;Bachelors;Management;1;2;7264 St. Peter Court;;Colma;CA;94014;607-555-0119
